[34m[1mdetect: [0mweights=['../yoloTrainNoUnk/yolo5large50E640/weights/best.pt'], source=../videoInferenceData/30FPS_Closeup/30FPS_DoubleCloseup_allClassesAndUnk.mp4, data=data\coco128.yaml, imgsz=[1280, 1280], conf_thres=0.42, iou_thres=0.45, max_det=1000, device=0, view_img=False, save_txt=False, save_csv=False, save_conf=False, save_crop=False, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=../videoInferenceData/, name=yoloTrainNoUnk/30FPS_DoubleCloseup_allClassesAndUnk/yolo5large50E640_1280, exist_ok=False, line_thickness=3, hide_labels=False, hide_conf=False, half=False, dnn=False, vid_stride=1
YOLOv5  12be499 Python-3.9.19 torch-2.3.1+cu118 CUDA:0 (NVIDIA GeForce GTX 1080, 8192MiB)
video 1/1 (43/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 65.3ms
video 1/1 (44/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 67.4ms
video 1/1 (45/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 65.7ms
video 1/1 (46/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 68.2ms
video 1/1 (47/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 70.9ms
video 1/1 (48/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 65.6ms
video 1/1 (49/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 68.4ms
video 1/1 (50/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 67.0ms
video 1/1 (51/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.3ms
video 1/1 (52/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.2ms
video 1/1 (53/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 68.8ms
video 1/1 (54/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 68.8ms
video 1/1 (55/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 64.8ms
video 1/1 (56/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 1 3, 68.5ms
video 1/1 (57/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 64.2ms
video 1/1 (58/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.6ms
video 1/1 (59/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.2ms
video 1/1 (60/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.9ms
video 1/1 (61/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.2ms
video 1/1 (62/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.8ms
video 1/1 (63/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 85.7ms
video 1/1 (64/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 101.7ms
video 1/1 (65/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 87.9ms
video 1/1 (66/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 84.0ms
video 1/1 (67/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 1 3, 84.7ms
video 1/1 (68/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 73.1ms
video 1/1 (69/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 70.8ms
video 1/1 (70/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 77.9ms
video 1/1 (71/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 75.8ms
video 1/1 (72/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 76.6ms
video 1/1 (73/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 77.2ms
video 1/1 (74/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 71.0ms
video 1/1 (75/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.7ms
video 1/1 (76/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 69.4ms
video 1/1 (77/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 70.0ms
video 1/1 (78/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 73.2ms
video 1/1 (79/3502) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_DoubleCloseup_allClassesAndUnk.mp4: 736x1280 (no detections), 75.4ms
